"job_id","job_role","industry","country","year","automation_risk_percent","ai_replacement_score","skill_gap_index","salary_before_usd","salary_after_usd","salary_change_percent","skill_demand_growth_percent","remote_feasibility_score","ai_adoption_level","education_requirement_level","automation_risk_category","skill_transition_pressure","wage_volatility_index","reskilling_urgency_score","ai_disruption_intensity","risk_tier","safe_zone_flag","salary_direction"
138,"Truck Driver","Transportation","Canada",2022,"83.25","83.50","0.64","64444.58","65676.11","1.91","5.46","66.86","25.98",2,"High","41.95","1.91","34.07","21.6284","High","High Risk","Growing"
139,"Data Analyst","Retail","Japan",2021,"44.38","45.09","77.98","42837.68","43905.98","2.49","20.77","96.67","34.19",4,"Medium","61.18","2.49","41.89","15.1735","Moderate","Transitional","Growing"
140,"Marketing Specialist","Transportation","Australia",2020,"54.28","63.66","10.25","142467.42","136107.19","-4.46","6.94","37.09","70.82",4,"Medium","32.27","4.46","26.13","38.4411","Moderate","Transitional","Declining"
141,"Mechanical Engineer","Healthcare","Japan",2021,"14.71","15.20","34.59","104509.86","98668.58","-5.59","8.77","78.24","2.46",3,"Low","24.65","5.59","17.94","0.3619","Low","Transitional","Declining"
142,"HR Manager","Education","Canada",2024,"11.55","10.73","48.86","122448.89","115650.53","-5.55","23.81","34.63","99.71",3,"Low","30.21","5.55","20.94","11.5165","Low","Transitional","Declining"
143,"Financial Analyst","Technology","Brazil",2021,"39.83","39.06","16.36","125377.15","112573.22","-10.21","12.08","17.41","68.05",1,"Medium","28.10","10.21","23.90","27.1043","Low","Transitional","Declining"
144,"Customer Support Rep","Transportation","Japan",2024,"70.82","64.39","95.09","48126.95","51256.17","6.50","4.01","47.78","63.85",2,"High","82.96","6.50","58.81","45.2186","High","High Risk","Growing"
145,"Truck Driver","Energy","Japan",2026,"52.83","48.06","98.40","79120.08","77211.42","-2.41","8.52","29.18","3.11",1,"Medium","75.62","2.41","51.38","1.6430","Moderate","Transitional","Declining"
146,"Data Analyst","Retail","Germany",2023,"45.62","43.22","86.44","86785.19","89759.54","3.43","9.57","79.38","84.48",2,"Medium","66.03","3.43","45.21","38.5398","Moderate","Transitional","Growing"
147,"HR Manager","Education","Japan",2024,"63.27","66.47","13.12","33903.14","34569.41","1.97","12.09","81.69","48.15",5,"High","38.20","1.97","29.84","30.4645","Moderate","Transitional","Growing"
148,"Mechanical Engineer","Transportation","Brazil",2022,"18.21","15.48","68.56","81636.71","81308.87","-0.40","-9.31","15.78","58.20",3,"Low","43.39","0.40","27.97","10.5982","Low","Transitional","Declining"
149,"Truck Driver","Retail","Canada",2022,"43.83","49.05","31.04","84626.42","80798.71","-4.52","-19.24","64.00","29.17",2,"Medium","37.44","4.52","28.20","12.7852","Moderate","Transitional","Declining"
150,"Data Analyst","Manufacturing","Australia",2020,"48.65","55.66","77.99","34754.26","31393.61","-9.67","4.52","31.78","98.67",5,"Medium","63.32","9.67","45.76","48.0030","Moderate","Transitional","Declining"
151,"Accountant","Manufacturing","Germany",2025,"19.97","19.97","61.82","114295.80","111770.27","-2.21","5.27","39.38","51.77",4,"Low","40.89","2.21","27.20","10.3385","Low","Transitional","Declining"
152,"HR Manager","Retail","India",2026,"16.15","15.19","3.32","39429.42","35480.09","-10.02","2.19","61.08","68.95",2,"Low","9.74","10.02","10.46","11.1354","Low","Transitional","Declining"
153,"HR Manager","Manufacturing","Australia",2021,"66.04","58.12","16.75","42548.14","48502.14","13.99","14.25","12.84","93.62",3,"High","41.40","13.99","35.64","61.8266","Moderate","Transitional","Growing"
154,"Software Engineer","Healthcare","Canada",2020,"5.00","5.08","70.91","134516.29","146558.10","8.95","11.35","40.55","81.48",1,"Low","37.96","8.95","25.96","4.0740","Low","Safe Zone","Growing"
155,"Financial Analyst","Retail","UK",2025,"15.61","18.07","54.76","128075.73","154654.79","20.75","-1.89","57.38","73.16",4,"Low","35.19","20.75","28.90","11.4203","Low","Transitional","Growing"
156,"Data Analyst","Technology","Canada",2023,"5.71","4.71","24.71","49145.36","47571.00","-3.20","9.24","97.83","33.69",4,"Low","15.21","3.20","10.66","1.9237","Low","Transitional","Declining"
157,"Truck Driver","Education","UK",2020,"37.75","42.12","65.87","89783.49","105293.97","17.28","9.36","30.56","99.63",3,"Medium","51.81","17.28","40.05","37.6103","Low","Safe Zone","Growing"
158,"Truck Driver","Finance","India",2023,"93.24","98.84","19.95","111627.39","108754.36","-2.57","-11.69","88.14","72.72",4,"High","56.60","2.57","44.05","67.8041","High","High Risk","Declining"
159,"Data Analyst","Technology","UK",2021,"51.99","50.44","34.59","74524.65","76197.37","2.24","15.47","49.48","72.53",5,"Medium","43.29","2.24","31.85","37.7083","Moderate","Transitional","Growing"
160,"HR Manager","Finance","Germany",2020,"44.07","50.65","90.07","80606.51","85864.66","6.52","-10.76","92.11","21.07",5,"Medium","67.07","6.52","46.61","9.2855","Moderate","Transitional","Growing"
161,"Teacher","Manufacturing","Brazil",2023,"53.61","56.43","73.31","45788.12","48050.19","4.94","7.61","26.17","23.75",4,"Medium","63.46","4.94","44.92","12.7324","Moderate","Transitional","Growing"
162,"Truck Driver","Retail","Singapore",2022,"93.00","81.13","85.44","89073.34","93915.37","5.44","1.29","50.08","51.48",5,"High","89.22","5.44","64.46","47.8764","High","High Risk","Growing"
163,"Marketing Specialist","Technology","India",2026,"35.15","36.45","16.35","76929.78","66969.83","-12.95","16.61","79.61","13.09",2,"Medium","25.75","12.95","22.85","4.6011","Low","Transitional","Declining"
164,"Customer Support Rep","Retail","India",2021,"92.89","91.17","23.61","38819.61","39117.83","0.77","-7.83","40.33","82.89",2,"High","58.25","0.77","44.47","76.9965","High","High Risk","Growing"
165,"Accountant","Finance","UK",2020,"40.16","36.13","61.71","114813.27","110810.28","-3.49","1.51","13.30","73.64",4,"Medium","50.94","3.49","35.62","29.5738","Moderate","Transitional","Declining"
166,"Truck Driver","Energy","Canada",2020,"71.47","70.74","84.42","126680.42","139732.09","10.30","7.39","28.53","11.19",2,"High","77.95","10.30","57.00","7.9975","High","High Risk","Growing"
167,"HR Manager","Retail","Japan",2020,"28.88","23.77","53.12","142392.68","152824.94","7.33","4.19","38.45","50.72",2,"Low","41.00","7.33","29.69","14.6479","Low","Safe Zone","Growing"
168,"HR Manager","Manufacturing","Singapore",2020,"12.91","11.09","98.66","145814.24","159175.61","9.16","8.46","50.93","51.56",5,"Low","55.79","9.16","37.51","6.6564","Low","Safe Zone","Growing"
169,"Customer Support Rep","Healthcare","Canada",2026,"59.22","63.17","13.97","33596.83","37319.97","11.08","-5.40","28.17","67.34",2,"Medium","36.60","11.08","31.20","39.8787","Moderate","Transitional","Growing"
170,"Data Analyst","Technology","UK",2026,"67.89","56.87","67.26","83250.03","81662.59","-1.91","7.17","72.34","83.81",3,"High","67.58","1.91","47.91","56.8986","Moderate","Transitional","Declining"
171,"Marketing Specialist","Retail","Japan",2020,"76.12","81.70","49.72","104141.67","106235.95","2.01","15.51","12.73","93.09",4,"High","62.92","2.01","45.97","70.8601","High","High Risk","Growing"
172,"HR Manager","Transportation","Canada",2024,"58.27","62.38","21.57","109066.26","126881.48","16.33","-6.46","19.59","65.78",5,"Medium","39.92","16.33","34.68","38.3300","Moderate","Transitional","Growing"
173,"Truck Driver","Energy","India",2024,"94.96","77.80","97.72","78828.96","81362.18","3.21","9.22","61.03","73.84",1,"High","96.34","3.21","68.26","70.1185","High","High Risk","Growing"
174,"Teacher","Education","Canada",2020,"71.50","68.75","32.70","110111.21","116689.25","5.97","12.01","81.80","43.56",1,"High","52.10","5.97","40.20","31.1454","High","High Risk","Growing"
175,"Customer Support Rep","Technology","Canada",2024,"82.25","69.75","54.45","30691.04","27326.46","-10.96","-9.40","45.66","69.55",1,"High","68.35","10.96","52.52","57.2049","High","High Risk","Declining"
176,"Accountant","Energy","Brazil",2025,"37.20","36.44","23.75","74790.21","87070.88","16.42","15.10","65.75","46.35",4,"Medium","30.48","16.42","26.93","17.2422","Low","Safe Zone","Growing"
177,"HR Manager","Healthcare","Singapore",2025,"36.59","41.90","51.91","87501.83","75342.81","-13.90","-11.45","62.22","53.36",4,"Medium","44.25","13.90","34.38","19.5244","Low","Transitional","Declining"
178,"Data Analyst","Energy","Australia",2023,"42.55","47.06","81.30","116174.77","124991.60","7.59","7.81","31.91","92.70",3,"Medium","61.93","7.59","43.69","39.4439","Moderate","Transitional","Growing"
179,"Mechanical Engineer","Finance","UK",2022,"14.22","16.69","35.16","42170.50","35031.22","-16.93","4.02","35.64","30.73",4,"Low","24.69","16.93","21.31","4.3698","Low","Transitional","Declining"
180,"Truck Driver","Retail","Singapore",2026,"81.21","82.48","31.13","103240.05","93023.13","-9.90","14.41","47.22","12.19",5,"High","56.17","9.90","44.79","9.8995","High","High Risk","Declining"
181,"Software Engineer","Energy","India",2022,"12.68","13.60","18.14","93019.61","87425.71","-6.01","8.20","61.06","25.66",3,"Low","15.41","6.01","12.32","3.2537","Low","Transitional","Declining"
182,"Mechanical Engineer","Finance","Singapore",2026,"77.40","76.90","80.60","96027.19","97229.68","1.25","0.71","95.63","60.16",5,"High","79.00","1.25","55.52","46.5638","High","High Risk","Growing"
183,"Software Engineer","Energy","Singapore",2020,"57.34","66.16","22.81","55445.38","47668.58","-14.03","22.50","85.59","90.00",2,"Medium","40.08","14.03","33.99","51.6060","Moderate","Transitional","Declining"
184,"Financial Analyst","Education","Japan",2025,"34.74","31.08","78.05","62976.72","61119.23","-2.95","17.48","70.08","9.55",4,"Medium","56.39","2.95","38.20","3.3177","Low","Transitional","Declining"
185,"Software Engineer","Manufacturing","Canada",2024,"43.67","42.83","58.66","50161.70","53340.84","6.34","9.14","29.51","9.57",2,"Medium","51.17","6.34","36.97","4.1792","Moderate","Transitional","Growing"
186,"HR Manager","Energy","Japan",2020,"11.65","12.32","60.71","95603.69","90273.86","-5.57","-8.70","63.50","49.68",1,"Low","36.18","5.57","24.54","5.7877","Low","Transitional","Declining"
187,"Marketing Specialist","Manufacturing","UK",2022,"79.14","67.64","69.51","78518.25","91691.27","16.78","-0.54","72.32","99.13",5,"High","74.33","16.78","57.54","78.4515","High","High Risk","Growing"
188,"Software Engineer","Transportation","India",2021,"8.99","7.56","72.43","99406.43","95637.66","-3.79","2.96","17.71","89.42",1,"Low","40.71","3.79","26.46","8.0389","Low","Transitional","Declining"
189,"Truck Driver","Finance","UK",2023,"38.43","35.72","22.67","72599.56","72847.00","0.34","-2.70","16.09","80.04",3,"Medium","30.55","0.34","22.28","30.7594","Low","Transitional","Growing"
190,"Financial Analyst","Retail","Singapore",2026,"26.36","26.78","88.01","108105.28","86551.95","-19.94","8.74","39.97","66.95",4,"Low","57.19","19.94","42.93","17.6480","Low","Transitional","Declining"
191,"Truck Driver","Manufacturing","Japan",2024,"94.59","100.71","55.78","117678.06","109381.62","-7.05","4.44","60.61","95.76",2,"High","75.19","7.05","56.69","90.5794","High","High Risk","Declining"
192,"Teacher","Manufacturing","Brazil",2025,"22.27","23.96","20.09","94299.32","93250.47","-1.11","-4.04","78.05","34.76",2,"Low","21.18","1.11","15.27","7.7411","Low","Transitional","Declining"
193,"Data Analyst","Retail","Singapore",2022,"46.54","52.04","92.72","58157.05","51804.48","-10.92","1.84","99.32","92.70",5,"Medium","69.63","10.92","49.71","43.1426","Moderate","Transitional","Declining"
194,"HR Manager","Technology","Canada",2025,"47.80","54.34","52.10","104830.28","106843.54","1.92","1.91","21.49","82.61",3,"Medium","49.95","1.92","35.33","39.4876","Moderate","Transitional","Growing"
195,"Marketing Specialist","Energy","UK",2023,"64.74","70.15","3.62","66375.40","61158.37","-7.86","-8.31","17.89","93.70",5,"High","34.18","7.86","29.34","60.6614","Moderate","Transitional","Declining"
196,"Truck Driver","Education","Australia",2024,"63.77","58.81","39.70","83664.30","86915.32","3.89","29.93","92.75","49.70",5,"High","51.74","3.89","38.59","31.6937","Moderate","Transitional","Growing"
197,"Teacher","Energy","Australia",2026,"79.45","90.62","20.85","141671.43","142830.71","0.82","4.01","44.26","87.80",2,"High","50.15","0.82","38.28","69.7571","High","High Risk","Growing"
198,"Customer Support Rep","Transportation","Germany",2026,"85.76","96.26","79.00","66561.50","65396.94","-1.75","-2.56","25.62","69.50",4,"High","82.38","1.75","58.53","59.6032","High","High Risk","Declining"
199,"Software Engineer","Education","Japan",2025,"24.23","28.84","64.10","128697.67","128375.58","-0.25","13.18","64.56","76.48",4,"Low","44.17","0.25","29.00","18.5311","Low","Transitional","Declining"
200,"Teacher","Healthcare","Japan",2020,"22.24","22.26","39.87","47564.88","44665.74","-6.10","3.13","12.32","13.52",2,"Low","31.06","6.10","22.69","3.0068","Low","Transitional","Declining"
201,"Financial Analyst","Education","India",2026,"77.42","78.95","96.58","81899.75","82427.79","0.64","-14.75","49.56","10.57",4,"High","87.00","0.64","60.13","8.1833","High","High Risk","Growing"
202,"Data Analyst","Energy","USA",2025,"44.86","39.76","61.96","108024.13","105718.43","-2.13","19.91","15.23","99.49",2,"Medium","53.41","2.13","37.17","44.6312","Moderate","Transitional","Declining"
203,"Teacher","Healthcare","India",2023,"14.04","15.14","98.37","58701.61","55100.84","-6.13","1.98","72.29","6.23",3,"Low","56.21","6.13","36.97","0.8747","Low","Transitional","Declining"
204,"Mechanical Engineer","Transportation","India",2026,"45.66","54.73","81.40","103826.33","113685.20","9.50","-9.85","57.43","42.61",3,"Medium","63.53","9.50","45.53","19.4557","Moderate","Transitional","Growing"
205,"Financial Analyst","Transportation","Australia",2025,"19.15","22.11","44.98","53354.70","47111.60","-11.70","-13.02","84.48","73.36",4,"Low","32.07","11.70","24.66","14.0484","Low","Transitional","Declining"
206,"Financial Analyst","Technology","India",2021,"63.85","51.36","41.62","87761.30","82967.39","-5.46","8.92","58.18","21.52",3,"High","52.74","5.46","39.66","13.7405","Moderate","Transitional","Declining"
207,"Customer Support Rep","Finance","Singapore",2020,"25.85","23.17","97.59","126184.45","125991.27","-0.15","10.79","19.88","54.80",1,"Low","61.72","0.15","39.66","14.1658","Low","Transitional","Declining"
208,"Truck Driver","Healthcare","Canada",2020,"56.81","64.63","9.81","88588.94","84661.95","-4.43","-3.85","76.36","47.60",1,"Medium","33.31","4.43","27.00","27.0416","Moderate","Transitional","Declining"
209,"Mechanical Engineer","Technology","Canada",2022,"36.31","34.78","45.94","124201.99","115891.97","-6.69","15.40","71.93","43.76",3,"Medium","41.13","6.69","30.31","15.8893","Low","Transitional","Declining"
210,"Teacher","Healthcare","Germany",2024,"27.83","31.62","3.84","138211.44","168027.91","21.57","-1.06","69.34","89.51",4,"Low","15.83","21.57","18.76","24.9106","Low","Transitional","Growing"
211,"Marketing Specialist","Healthcare","UK",2021,"54.57","57.05","6.67","92208.96","96450.32","4.60","-1.78","56.10","68.02",1,"Medium","30.62","4.60","25.21","37.1185","Moderate","Transitional","Growing"
212,"Marketing Specialist","Transportation","Germany",2023,"12.92","10.77","71.63","38650.12","33443.46","-13.47","-4.72","41.47","77.47",5,"Low","42.28","13.47","30.70","10.0091","Low","Transitional","Declining"
213,"Accountant","Manufacturing","Japan",2025,"56.30","49.21","17.41","41807.48","46764.61","11.86","12.19","33.85","2.09",3,"Medium","36.86","11.86","31.30","1.1767","Moderate","Transitional","Growing"
214,"Truck Driver","Retail","USA",2026,"30.75","36.51","29.54","122306.78","104917.07","-14.22","20.01","28.51","12.14",4,"Medium","30.15","14.22","25.43","3.7331","Low","Transitional","Declining"
215,"HR Manager","Healthcare","India",2023,"53.05","58.88","64.39","93636.26","87610.59","-6.44","14.28","98.20","60.19",3,"Medium","58.72","6.44","42.47","31.9308","Moderate","Transitional","Declining"
216,"Marketing Specialist","Retail","Singapore",2025,"50.77","55.81","81.18","108777.43","104807.57","-3.65","-3.39","93.53","22.46",3,"Medium","65.98","3.65","45.76","11.4029","Moderate","Transitional","Declining"
217,"Truck Driver","Retail","Germany",2023,"51.05","49.66","43.94","103552.75","101261.61","-2.21","2.23","89.82","64.58",4,"Medium","47.50","2.21","34.27","32.9681","Moderate","Transitional","Declining"
218,"Data Analyst","Manufacturing","Singapore",2024,"20.01","22.54","86.14","131581.72","129382.70","-1.67","7.83","77.95","46.05",3,"Low","53.08","1.67","34.35","9.2146","Low","Transitional","Declining"
219,"Marketing Specialist","Retail","Canada",2020,"68.94","75.24","77.64","108739.42","110707.84","1.81","-7.97","98.62","93.74",4,"High","73.29","1.81","51.41","64.6244","Moderate","Transitional","Growing"
220,"HR Manager","Technology","USA",2024,"13.02","11.28","13.17","117117.59","110926.56","-5.29","10.86","55.53","84.07",4,"Low","13.09","5.29","10.75","10.9459","Low","Transitional","Declining"
